,name,level
2501,",,yupianzhengdan",
2502,",,yutoupaobing",
2503,",,yuxiangdoufu",
2504,",,yuxiangfengzhua",
2505,",,yuxianghongdan",
2506,",,yuxiangjiangdou",
2507,",,yuxiangwosunrousi",
2508,",,yuxingcaochaolarou",
2509,",,yuzijiangsanwenyuyimian",
2510,",,zajianglengmian",
2511,",,zaliangfan",
2512,",,zaliangjianbing",
2513,",,zaliangyangshengzhou",
2514,",,zaofangfuruchaobaicai",
2515,",,zaojichi",
2516,",,zaonijuhuasu",
2517,",,zaonisongbing",
2518,",,zaoru",
2519,",,zaozimian",
2520,",,zashudoufupai",
2521,",,zhacaichaorousi",
2522,",,zhacairousitang",
2523,",,zhacaisidoufu",
2524,",,zhaguantangwanzi",
2525,",,zhajiangsi",
2526,",,zhajisi",
2527,",,zhaoshaozhi",
2528,",,zhashucaiwanzi",
2529,",,zhatianmiantuan",
2530,",,zhatudoutiao",
2531,",,zhatudouwanzi",
2532,",,zhawanzi",
2533,",,zhaxiangsi",
2534,",,zhaxiashousijuan",
2535,",,zhayubao",
2536,",,zhayushutiao",
2537,",,zhengdangao",
2538,",,zhenghuaihua",
2539,",,zhengjichi",
2540,",,zhengkaoxia",
2541,",,zhenglongliyu",
2542,",,zhengmiantiao",
2543,",,zhengmoyujuan",
2544,",,zhengshanxiaochong",
2545,",,zhengyuqian",
2546,",,zhenliangyu",
2547,",,zhensha",
2548,",,zhenshao",
2549,",,zhenzhudoufu",
2550,",,zhenzhuyuanzi",
2551,",,zhimabinggan",
2552,",,zhimahongtangzhenggao",
2553,",,zhimahuashengdoujiang",
2554,",,zhimajiangshaobing",
2555,",,zhimashaobing",
2556,",,zhimaxiaomianbao",
2557,",,zhishaojikuai",
2558,",,zhishibing",
2559,",,zhishichaofan",
2560,",,zhishijuhongxia",
2561,",,zhishimianbao",
2562,",,zhishixiaqiu",
2563,",,zhiweicuitusi",toast
2564,",,zhixinzhupai",
2565,",,zhizunpisa",
2566,",,zhizunshuangxianpisa",
2567,",,zhongchongheizhimatusi",toast
2568,",,zhongdongkaoroufan",
2569,",,zhongdongkaoyangroubingtang",
2570,",,zhongdongrouqiu",
2571,",,zhongdongtudouliaoli",
2572,",,zhongruluodangao",
2573,",,zhongshigaotang",
2574,",,zhongshiluosongtang",
2575,",,zhu",
2576,",,zhuancha",
2577,",,zhuduji",
2578,",,zhuduyazhangtang",
2579,",,zhugeda",
2580,",,zhugubaolingshutang",
2581,",,zhuguliweihua",
2582,",,zhugutudoutang",
2583,",,zhuhan",
2584,",,zhujiaojiang",
2585,",,zhujiaxin",
2586,",,zhujie",
2587,",,zhujiecao",
2588,",,zhumaocai",
2589,",,zhuroubaozi",
2590,",,zhuroujiaozi",
2591,",,zhurouxianbaozi",
2592,",,zhurouyundoubaozi",
2593,",,zhusunjitang",chicken_soup
2594,",,zhutansanmingzhi",
2595,",,zhutantusi",toast
2596,",,zhutimenhuangdou",
2597,",,zhutourou",
2598,",,zhutudou",
2599,",,zhuzhengmenluobu",
2600,",,zicaimian",
2601,",,zicaisu",
2602,",,zicaixiaoyangfen",
2603,",,ziganlanzhacaijiang",
2604,",,zimihuashengzhou",
2605,",,zimizhou",
2606,",,zirankaochigen",
2607,",,zirankaojincangyu",
2608,",,ziranxiaotudou",
2609,",,ziranzhishixia",
2610,",,ziranzhupai",
2611,",,zishudanhuangsu",
2612,",,zishufengweishousi",
2613,",,zishugao",
2614,",,zishumianbao",
2615,",,zishunuomibing",
2616,",,zishuqiancengtusi",toast
2617,",,zishuqiu",
2618,",,zishushuangsetusi",toast
2619,",,zishutusi",toast
2620,",,zishuxiaodangao",
2621,",,zishuxiaomianbao",
2622,",,zishuzhou",
2623,",,zisuchaohali",
2624,",,zizhiliangfen",
