2208,chinese_dishes,,,,,chinese_dishes,,,,,,,
11334,caomeizaonisongbing,,,草莓枣泥松饼,,,caomeizaonisongbing,,,,,,
7701,caomeizhibeidangao,,,草莓纸杯蛋糕,,,caomeizhibeidangao,,,,,,
7605,caomeizhishidangao,,,草莓芝士蛋糕,,,caomeizhishidangao,,,,,,
12037,changdiqifengdangao,,,长帝戚风蛋糕,,,changdiqifengdangao,,,,,,
10792,changjinglubanwendangaojuan,,,长颈鹿斑纹蛋糕卷,,,changjinglubanwendangaojuan,,,,,,
12235,changjingludangaojuan,,,长颈鹿蛋糕卷,,,changjingludangaojuan,,,,,,
8318,changzichaodoujiao,,,肠仔炒豆角,,,changzichaodoujiao,,,,,,
11492,changzidanchaofan,,,肠仔蛋炒饭,,,changzidanchaofan,,,,,,
11675,chaodougan,,,炒豆干,,,chaodougan,,,,,,
9613,chaodouya,,,炒豆芽,,,chaodouya,,,,,,
10389,chaofangbianmian,,,炒方便面,,,chaofangbianmian,,,,,,
11683,chaohefen,,,炒河粉,,,chaohefen,,,,,,
11341,chaohuangjinmantouding,,,炒黄金馒头丁,,,chaohuangjinmantouding,,,,,,
11016,chaojidanmuerhuluobu,,,炒鸡蛋木耳胡萝卜,,,chaojidanmuerhuluobu,,,,,,
10004,chaojixin,,,炒鸡心,,,chaojixin,,,,,,
8208,chaoliangfen,,,炒凉粉,,,chaoliangfen,,,,,,
10248,chaomian,,,炒面,,,chaomian,,,,,,
8839,chaomogu,,,炒蘑菇,,,chaomogu,,,,,,
10472,chaosansi,,,炒三丝,,,chaosansi,,,,,,
12162,chaosiluo,,,炒蛳螺,,,chaosiluo,,,,,,
10270,chaosu,,,炒素,,,chaosu,,,,,,
10104,chaosuannai,,,炒酸奶,,,chaosuannai,,,,,,
9441,chaosusansi,,,炒素三丝,,,chaosusansi,,,,,,
11805,chaotianluo,,,炒田螺,,,chaotianluo,,,,,,
10753,chaotudoupian,,,炒土豆片,,,chaotudoupian,,,,,,
9114,chaotudousi,,,炒土豆丝,,,chaotudousi,,,,,,
10266,chaoxiaobaicai,,,炒小白菜,,,chaoxiaobaicai,,,,,,
7420,chaozhoudongrou,,,潮州冻肉,,,chaozhoudongrou,,,,,,
8144,chashaojituibaozifan,,,叉烧鸡腿煲仔饭,,,chashaojituibaozifan,,,,,,
11880,chashaojituifan,,,叉烧鸡腿饭,,,chashaojituifan,,,,,,
10015,chashaojituijuan,,,叉烧鸡腿卷,,,chashaojituijuan,,,,,,
10010,chashaoxiangcongdangao,,,叉烧香葱蛋糕,,,chashaoxiangcongdangao,,,,,,
9353,chashugubaoyatang,,,茶树菇煲鸭汤,,,chashugubaoyatang,,,,,,
11026,chashugucaojitang,,,茶树菇草鸡汤,,,chashugucaojitang,,,,,,
10422,chashuguchaolandou,,,茶树菇炒兰豆,,,chashuguchaolandou,,,,,,
12032,chashuguhongshaorou,,,茶树菇红烧肉,,,chashuguhongshaorou,,,,,,
9388,chashugulaoyatang,,,茶树菇老鸭汤,,,chashugulaoyatang,,,,,,
11187,chashugupaigutang,,,茶树菇排骨汤,,,chashugupaigutang,,,,,,
9956,chashugutunji,,,茶树菇炖鸡,,,chashugutunji,,,,,,
7421,chaxiangjitui,,,茶香鸡腿,,,chaxiangjitui,,,,,,
9948,chaxiangxunya,,,茶香熏鸭,,,chaxiangxunya,,,,,,
11275,chayuhuaxiangzhishidangao,,,茶语花香芝士蛋糕,,,chayuhuaxiangzhishidangao,,,,,,
9968,chengdingbangdangao,,,橙丁磅蛋糕,,,chengdingbangdangao,,,,,,
10478,chengdumalatutou,,,成都麻辣兔头,,,chengdumalatutou,,,,,,
11780,chengpijiangxiaomianbao,,,橙皮酱小面包,,,chengpijiangxiaomianbao,,,,,,
10827,chengpitusi,,,橙皮吐司,,,chengpitusi,,,,,,
